axs_event_id,event_url,source_sheets
688746,https://www.axs.com/events/688746/paw-patrol-live-yheroes-unitey-sat-apr-12-2pm-tickets,Peacock Theater
688747,https://www.axs.com/events/688747/paw-patrol-live-yheroes-unitey-sun-apr-13-11am-tickets,Peacock Theater
688748,https://www.axs.com/events/688748/paw-patrol-live-yheroes-unitey-sun-apr-13-3pm-tickets,Peacock Theater
688856,https://www.axs.com/events/688856/the-avett-brothers-tickets,Dont spec per Julian- Virginia 
689000,https://www.axs.com/events/689000/an-evening-with-eckhart-tolle-tickets,Peacock Theater
690686,https://www.axs.com/events/690686/russell-peters-tickets,Peacock Theater
695215,https://www.axs.com/events/695215/r-b-invitation-tour-tickets,Peacock Theater
698967,https://www.axs.com/events/698967/teddy-swims-tickets,Greek Theatre (Taken Down)
699933,https://www.axs.com/events/699933/the-avett-brothers-tickets,Greek Theatre (Taken Down)
702598,https://www.axs.com/events/702598/pimpinela-tickets,"Texas Trust CU Theatre, Grand P"
703173,https://www.axs.com/events/703173/teddy-swims-2nd-show-added-tickets,Greek Theatre (Taken Down)|Main picks
704211,https://www.axs.com/events/704211/pimpinela-tickets,Peacock Theater
706671,https://www.axs.com/events/706671/megan-moroney-tickets,Greek Theatre (Taken Down)
707187,https://www.axs.com/events/707187/alejandra-guzman-tickets,Peacock Theater
707503,https://www.axs.com/events/707503/becky-g-tickets,Mechanics Bank Theater
711312,https://www.axs.com/events/711312/kane-brown-tickets,VyStar Veterans Memorial Arena
718010,https://www.axs.com/events/718010/megan-moroney-2nd-show-added-tickets,Greek Theatre (Taken Down)
722059,https://www.axs.com/events/722059/father-john-misty-tickets,Kings Theater
726539,https://www.axs.com/events/726539/uta-women-s-basketball-vs-tarleton-state-tickets,College Park Center
734931,https://www.axs.com/events/734931/only-you-tickets,Peacock Theater
737441,https://www.axs.com/events/737441/uta-women-s-basketball-vs-florida-international-tickets,College Park Center
737444,https://www.axs.com/events/737444/uta-women-s-basketball-vs-wiley-college-tickets,College Park Center
737448,https://www.axs.com/events/737448/uta-women-s-basketball-vs-houston-tickets,College Park Center
737450,https://www.axs.com/events/737450/uta-women-s-basketball-vs-utah-tech-tickets,College Park Center
737451,https://www.axs.com/events/737451/uta-women-s-basketball-vs-southern-utah-tickets,College Park Center
737454,https://www.axs.com/events/737454/uta-women-s-basketball-vs-utah-valley-tickets,College Park Center
737455,https://www.axs.com/events/737455/uta-men-s-basketball-vs-abilene-christian-tickets,College Park Center
737456,https://www.axs.com/events/737456/uta-women-s-basketball-vs-seattle-u-tickets,College Park Center
737461,https://www.axs.com/events/737461/uta-men-s-basketball-vs-tarleton-state-tickets,College Park Center
737464,https://www.axs.com/events/737464/uta-women-s-basketball-vs-grand-canyon-tickets,College Park Center
737468,https://www.axs.com/events/737468/uta-men-s-basketball-vs-grand-canyon-tickets,College Park Center
737471,https://www.axs.com/events/737471/uta-men-s-basketball-vs-california-baptist-tickets,College Park Center
737472,https://www.axs.com/events/737472/uta-men-s-basketball-vs-utah-tech-tickets,College Park Center
737474,https://www.axs.com/events/737474/uta-men-s-basketball-vs-southern-utah-tickets,College Park Center
737478,https://www.axs.com/events/737478/uta-men-s-basketball-vs-seattle-u-tickets,College Park Center
737479,https://www.axs.com/events/737479/uta-men-s-basketball-vs-utah-valley-tickets,College Park Center
737480,https://www.axs.com/events/737480/uta-men-s-basketball-vs-evansville-tickets,College Park Center
737482,https://www.axs.com/events/737482/uta-men-s-basketball-vs-louisiana-monroe-tickets,College Park Center
737483,https://www.axs.com/events/737483/uta-men-s-basketball-vs-texas-college-tickets,College Park Center
738608,https://www.axs.com/events/738608/nils-frahm-tickets,Kings Theater
744314,https://www.axs.com/events/744314/disney-descendants-zombies-tickets,John Paul Jones Arena
749338,https://www.axs.com/events/749338/scotty-mccreery-tickets,Pompano Beach Amphitheater
752167,https://www.axs.com/events/752167/jo-koy-tickets,"Texas Trust CU Theatre, Grand P"
752224,https://www.axs.com/events/752224/goo-goo-dolls-tickets,Santa Barbara Bowl
752377,https://www.axs.com/events/752377/maoli-tickets,Greek Theatre (Taken Down)
752583,https://www.axs.com/events/752583/070-shake-tickets,Kings Theater
757950,https://www.axs.com/events/757950/ichiko-aoba-tickets,Kings Theater
758185,https://www.axs.com/events/758185/j-balvin-tickets,Michelob ULTRA Arena(Mandalay B
758717,https://www.axs.com/events/758717/alison-krauss-union-station-featuring-jerry-douglas-tickets,Greek Theatre (Taken Down)
764310,https://www.axs.com/events/764310/jack-white-tickets,Santa Barbara Bowl
773379,https://www.axs.com/events/773379/alison-krauss-union-station-featuring-jerry-douglas-tickets,Santa Barbara Bowl
774467,https://www.axs.com/events/774467/justice-tickets,Santa Barbara Bowl
777522,https://www.axs.com/events/777522/lost-80-s-live-tickets,Greek Theatre (Taken Down)
783320,https://www.axs.com/events/783320/trombone-shorty-orleans-avenue-tickets,Greek Theatre (Taken Down)
783447,https://www.axs.com/events/783447/james-taylor-his-all-star-band-tickets,Santa Barbara Bowl
783486,https://www.axs.com/events/783486/james-taylor-his-all-star-band-tickets,Santa Barbara Bowl
788785,https://www.axs.com/events/788785/japanese-breakfast-tickets,Santa Barbara Bowl
820980,https://www.axs.com/events/820980/khruangbin-tickets,Santa Barbara Bowl
820981,https://www.axs.com/events/820981/khruangbin-tickets,Santa Barbara Bowl
832484,https://www.axs.com/events/832484/lake-street-dive-tickets,Santa Barbara Bowl
841185,https://www.axs.com/events/841185/mt-joy-tickets,Santa Barbara Bowl
843394,https://www.axs.com/events/843394/shakey-graves-trampled-by-turtles-tickets,Santa Barbara Bowl
846223,https://www.axs.com/events/846223/ray-lamontagne-tickets,Ryman Auditorium|Specs
846487,https://www.axs.com/events/846487/gregory-alan-isakov-tickets,Santa Barbara Bowl
849635,https://www.axs.com/events/849635/darius-rucker-tickets,Santa Barbara Bowl
856154,https://www.axs.com/events/856154/father-john-misty-tickets,Greek Theatre (Taken Down)
871593,https://www.axs.com/events/871593/the-red-clay-strays-tickets,Greek Theatre (Taken Down)
875047,https://www.axs.com/events/875047/car-seat-headrest-tickets,Greek Theatre (Taken Down)
875439,https://www.axs.com/events/875439/lane-8-tickets,Greek Theatre (Taken Down)
885107,https://www.axs.com/events/885107/stayin-alive-tickets,Royal Oak Music Theatre
885120,https://www.axs.com/events/885120/matt-berninger-tickets,Webster Hall
890462,https://www.axs.com/events/890462/oldies-2-souldies-w-los-lonely-boys-tickets,Greek Theatre (Taken Down)
891179,https://www.axs.com/events/891179/ray-lamontagne-tickets,Ryman Auditorium
891191,https://www.axs.com/events/891191/dwight-yoakam-tickets,Greek Theatre (Taken Down)
901972,https://www.axs.com/events/901972/jojo-siwa-live-tickets,Webster Hall
902891,https://www.axs.com/events/902891/satin-jackets-tickets,Webster Hall
904273,https://www.axs.com/events/904273/gabriel-rutledge-tickets,Royal Oak Music Theatre
909994,https://www.axs.com/events/909994/emo-nite-at-webster-hall-tickets,Webster Hall
911679,https://www.axs.com/events/911679/sam-barber-tickets,Webster Hall
921787,https://www.axs.com/events/921787/demetri-martin-tickets,Royal Oak Music Theatre
922247,https://www.axs.com/events/922247/darude-tickets,Webster Hall
929064,https://www.axs.com/events/929064/nssign-tickets,Webster Hall
933679,https://www.axs.com/events/933679/the-mars-volta-tickets,Royal Oak Music Theatre
943798,https://www.axs.com/events/943798/deltron-3030-tickets,Webster Hall
974870,https://www.axs.com/events/974870/an-evening-of-worship-with-chris-tomlin-tickets,Dignity Health Arena at Dignity
1044261,https://www.axs.com/events/1044261/la-kings-vs-minnesota-wild-tickets,LA Kings
1044262,https://www.axs.com/events/1044262/la-kings-vs-minnesota-wild-tickets,LA Kings
1044263,https://www.axs.com/events/1044263/la-kings-vs-san-jose-sharks-tickets,LA Kings
1044266,https://www.axs.com/events/1044266/la-kings-vs-dallas-stars-tickets,LA Kings
1044267,https://www.axs.com/events/1044267/la-kings-vs-vegas-golden-knights-tickets,LA Kings
1044268,https://www.axs.com/events/1044268/la-kings-vs-anaheim-ducks-tickets,LA Kings
1044271,https://www.axs.com/events/1044271/la-kings-vs-new-york-rangers-tickets,LA Kings
1044273,https://www.axs.com/events/1044273/la-kings-vs-seattle-kraken-tickets,LA Kings
1044275,https://www.axs.com/events/1044275/la-kings-vs-vegas-golden-knights-tickets,LA Kings
1044287,https://www.axs.com/events/1044287/la-kings-vs-edmonton-oilers-tickets,LA Kings
1044289,https://www.axs.com/events/1044289/la-kings-vs-colorado-avalanche-tickets,LA Kings
1044293,https://www.axs.com/events/1044293/la-kings-vs-new-york-islanders-tickets,LA Kings
1044294,https://www.axs.com/events/1044294/la-kings-vs-montreal-canadiens-tickets,LA Kings
1044295,https://www.axs.com/events/1044295/la-kings-vs-philadelphia-flyers-tickets,LA Kings
1044296,https://www.axs.com/events/1044296/la-kings-vs-buffalo-sabres-tickets,LA Kings
1044297,https://www.axs.com/events/1044297/la-kings-vs-utah-mammoth-tickets,LA Kings
1049086,https://www.axs.com/events/1049086/nashville-the-encore-tour-tickets,Ryman Auditorium
1109644,https://www.axs.com/events/1109644/morgan-wallen-tickets,Morgan Wallen|Specs
1150431,https://www.axs.com/events/1150431/professor-brian-cox-emergence-tickets,Ryman Auditorium
1164145,https://www.axs.com/events/1164145/andrew-peterson-tickets,Ryman Auditorium|Specs
1165958,https://www.axs.com/events/1165958/killer-queen-tickets,Red Rock Amp
1165966,https://www.axs.com/events/1165966/get-the-led-out-tickets,Red Rock Amp
1181923,https://www.axs.com/events/1181923/journey-tickets,Van Andel Arena
1192930,https://www.axs.com/events/1192930/oar-tickets,Red Rock Amp
1192931,https://www.axs.com/events/1192931/alejandro-fernandez-de-rey-a-rey-tickets,MGM Grand Arena|Specs
1192934,https://www.axs.com/events/1192934/weird-al-yankovic-tickets,MGM Grand Arena|Specs
1197954,https://www.axs.com/events/1197954/morgan-wallen-tickets,Morgan Wallen
1198182,https://www.axs.com/events/1198182/olivia-dean-tickets,Crypto.com Arena
1198203,https://www.axs.com/events/1198203/morgan-wallen-tickets,Morgan Wallen|Specs
1198211,https://www.axs.com/events/1198211/morgan-wallen-tickets,Morgan Wallen
1210894,https://www.axs.com/events/1210894/paul-simon-tickets,Forest Hills Stadium
1211252,https://www.axs.com/events/1211252/morgan-wallen-tickets,Andrea Bocelli|Morgan Wallen|Specs
1211500,https://www.axs.com/events/1211500/morgan-wallen-tickets,Andrea Bocelli|Morgan Wallen|Specs
1214288,https://www.axs.com/events/1214288/joe-jackson-tickets,Ryman Auditorium
1215503,https://www.axs.com/events/1215503/zach-bryan-with-heaven-on-tour-tickets,Specs|Zach Byan
1216092,https://www.axs.com/events/1216092/rod-stewart-one-last-time-tickets,Red Rock Amp
1216441,https://www.axs.com/events/1216441/weird-al-yankovic-tickets,Red Rock Amp
1216490,https://www.axs.com/events/1216490/parker-mccollum-tickets,Red Rock Amp|Specs
1219920,https://www.axs.com/events/1219920/zach-bryan-with-heaven-on-tour-tickets,Specs|Zach Byan
1220414,https://www.axs.com/events/1220414/brad-williams-tickets,Ryman Auditorium
1220817,https://www.axs.com/events/1220817/dude-perfect-squad-games-tour-2026-tickets,Specs|Target Center
1225955,https://www.axs.com/events/1225955/olivia-dean-tickets,MGM Grand Arena
1226186,https://www.axs.com/events/1226186/rosalia-tickets,Specs|T-Mobile Arena
1231271,https://www.axs.com/events/1231271/olivia-dean-tickets,Crypto.com Arena
1231275,https://www.axs.com/events/1231275/megan-moroney-tickets,Crypto.com Arena
1237634,https://www.axs.com/events/1237634/amyl-and-the-sniffers-tickets,Red Rock Amp
1239269,https://www.axs.com/events/1239269/king-gizzard-the-lizard-wizard-tickets,Forest Hills Stadium
1240574,https://www.axs.com/events/1240574/treaty-oak-revival-tickets,Red Rock Amp
1240586,https://www.axs.com/events/1240586/forrest-frank-tickets,T-Mobile Center
1240780,https://www.axs.com/events/1240780/alison-krauss-union-station-featuring-jerry-douglas-tickets,Ryman Auditorium
1240798,https://www.axs.com/events/1240798/mana-tickets,Specs|T-Mobile Arena
1240819,https://www.axs.com/events/1240819/alison-krauss-union-station-featuring-jerry-douglas-tickets,Ryman Auditorium
1240832,https://www.axs.com/events/1240832/alison-krauss-union-station-featuring-jerry-douglas-tickets,Ryman Auditorium
1240969,https://www.axs.com/events/1240969/king-gizzard-the-lizard-wizard-tickets,Forest Hills Stadium
1240970,https://www.axs.com/events/1240970/king-gizzard-the-lizard-wizard-tickets,Forest Hills Stadium
1240978,https://www.axs.com/events/1240978/evanescence-tickets,Red Rock Amp
1242080,https://www.axs.com/events/1242080/megan-moroney-tickets,Van Andel Arena
1245081,https://www.axs.com/events/1245081/megan-moroney-tickets,Target Center
1247140,https://www.axs.com/events/1247140/the-avett-brothers-tickets,Red Rock Amp
1247249,https://www.axs.com/events/1247249/the-avett-brothers-tickets,Red Rock Amp
1247260,https://www.axs.com/events/1247260/trevor-hall-thievery-corporation-dirtwire-tickets,Red Rock Amp
1247273,https://www.axs.com/events/1247273/third-day-30th-anniversary-tickets,Red Rock Amp
1247310,https://www.axs.com/events/1247310/megan-moroney-tickets,Crypto.com Arena
1247406,https://www.axs.com/events/1247406/forrest-frank-tickets,Target Center
1249068,https://www.axs.com/events/1249068/the-string-cheese-incident-tickets,Red Rock Amp|Specs
1249298,https://www.axs.com/events/1249298/the-string-cheese-incident-tickets,Red Rock Amp|Specs
1249316,https://www.axs.com/events/1249316/megan-moroney-the-cloud-9-tour-tickets,T-Mobile Center
1253151,https://www.axs.com/events/1253151/nate-smith-tickets,Ryman Auditorium|Specs
1253401,https://www.axs.com/events/1253401/nate-smith-tickets,Ryman Auditorium|Specs
1265543,https://www.axs.com/events/1265543/watkins-family-hour-tickets,Ryman Auditorium
1265727,https://www.axs.com/events/1265727/sam-bush-tickets,Ryman Auditorium
1266030,https://www.axs.com/events/1266030/sierra-hull-tickets,Ryman Auditorium
1266239,https://www.axs.com/events/1266239/slightly-stoopid-tickets,Red Rock Amp
1266480,https://www.axs.com/events/1266480/the-infamous-stringdusters-tickets,Ryman Auditorium
1267327,https://www.axs.com/events/1267327/ricky-skaggs-kentucky-thunder-tickets,Ryman Auditorium
1268157,https://www.axs.com/events/1268157/buddy-guy-90-tickets,Ryman Auditorium
1268463,https://www.axs.com/events/1268463/tori-amos-tickets,Ryman Auditorium
1270763,https://www.axs.com/events/1270763/deadrocks-xii-with-zeds-dead-tickets,Red Rock Amp
1273358,https://www.axs.com/events/1273358/dave-matthews-band-tickets,Forest Hills Stadium
1284063,https://www.axs.com/events/1284063/craig-morgan-tickets,Ryman Auditorium
1284231,https://www.axs.com/events/1284231/pavement-tickets,Ryman Auditorium
1286404,https://www.axs.com/events/1286404/cypress-hill-method-man-redman-haunted-rocks-tickets,Red Rock Amp
1286674,https://www.axs.com/events/1286674/five-finger-death-punch-tickets,Red Rock Amp|Specs
1289188,https://www.axs.com/events/1289188/zac-brown-band-tickets,Forest Hills Stadium|Specs
1289239,https://www.axs.com/events/1289239/an-evening-with-vince-gill-tickets,Ryman Auditorium
1289517,https://www.axs.com/events/1289517/an-evening-with-vince-gill-tickets,Ryman Auditorium
1289519,https://www.axs.com/events/1289519/an-evening-with-vince-gill-tickets,Ryman Auditorium
1289522,https://www.axs.com/events/1289522/an-evening-with-vince-gill-tickets,Ryman Auditorium
1289524,https://www.axs.com/events/1289524/an-evening-with-vince-gill-tickets,Ryman Auditorium
1289526,https://www.axs.com/events/1289526/an-evening-with-vince-gill-tickets,Ryman Auditorium
1290156,https://www.axs.com/events/1290156/the-bellamy-brothers-tickets,Ryman Auditorium
1290694,https://www.axs.com/events/1290694/zac-brown-band-tickets,Specs|T-Mobile Center
1290771,https://www.axs.com/events/1290771/a-ap-rocky-tickets,MGM Grand Arena|Specs
1291313,https://www.axs.com/events/1291313/zac-brown-band-tickets,Specs|Target Center
1295970,https://www.axs.com/events/1295970/carin-leon-tickets,Pechanga Arena|Specs
1295988,https://www.axs.com/events/1295988/ne-yo-akon-tickets,MGM Grand Arena|Specs
1296085,https://www.axs.com/events/1296085/tame-impala-tickets,Target Center
1297732,https://www.axs.com/events/1297732/zac-brown-band-tickets,Van Andel Arena
1302527,https://www.axs.com/events/1302527/summer-walker-tickets,T-Mobile Arena
1303046,https://www.axs.com/events/1303046/sawyer-brown-tickets,Ryman Auditorium
1303191,https://www.axs.com/events/1303191/lenny-pearce-tickets,Red Rock Amp|Specs
1304787,https://www.axs.com/events/1304787/andrea-bocelli-tickets,Red Rock Amp
1304810,https://www.axs.com/events/1304810/andrea-bocelli-tickets,Red Rock Amp
1305018,https://www.axs.com/events/1305018/the-black-crowes-whiskey-myers-tickets,Forest Hills Stadium|Specs
1305340,https://www.axs.com/events/1305340/an-evening-with-goose-tickets,Red Rock Amp
1307890,https://www.axs.com/events/1307890/an-evening-with-goose-tickets,Red Rock Amp
1308069,https://www.axs.com/events/1308069/zac-brown-band-tickets,Forest Hills Stadium|Specs
1308446,https://www.axs.com/events/1308446/sarah-mclachlan-tickets,Forest Hills Stadium|Specs
1308718,https://www.axs.com/events/1308718/pavement-tickets,Ryman Auditorium
1308722,https://www.axs.com/events/1308722/empire-of-the-sun-tickets,Forest Hills Stadium
1312621,https://www.axs.com/events/1312621/don-toliver-tickets,MGM Grand Arena|Specs
1313665,https://www.axs.com/events/1313665/all-the-feelings-tour-with-metric-broken-social-scene-and-stars-tickets,Ryman Auditorium
1313694,https://www.axs.com/events/1313694/reggae-on-the-rocks-2026-tickets,Red Rock Amp|Specs
1317671,https://www.axs.com/events/1317671/motionless-in-white-tickets,Red Rock Amp
1317762,https://www.axs.com/events/1317762/ziggy-marley-stephen-marley-tickets,Red Rock Amp
1317780,https://www.axs.com/events/1317780/disney-descendants-zombies-camp-rock-worlds-collide-concert-tour-tickets,Specs|Target Center
1319158,https://www.axs.com/events/1319158/air-supply-tickets,Ryman Auditorium
1321256,https://www.axs.com/events/1321256/paul-simon-tickets,Forest Hills Stadium|Specs
1322110,https://www.axs.com/events/1322110/cross-canadian-ragweed-tickets,Red Rock Amp
1325649,https://www.axs.com/events/1325649/caamp-tickets,Forest Hills Stadium|Specs
1326856,https://www.axs.com/events/1326856/dirty-heads-tickets,Red Rock Amp
1327112,https://www.axs.com/events/1327112/cristian-castro-tickets,Pechanga Arena
1328065,https://www.axs.com/events/1328065/hilary-duff-tickets,Red Rock Amp
1329852,https://www.axs.com/events/1329852/j-cole-tickets,T-Mobile Arena
1329859,https://www.axs.com/events/1329859/benson-boone-tickets,Benson Boone|Specs
1329977,https://www.axs.com/events/1329977/juanes-tickets,Ryman Auditorium
1330838,https://www.axs.com/events/1330838/pbr-teams-outlaw-days-10-23-26-tickets,T-Mobile Center
1330842,https://www.axs.com/events/1330842/pbr-teams-outlaw-days-102426-tickets,T-Mobile Center
1330845,https://www.axs.com/events/1330845/pbr-teams-outlaw-days-102526-tickets,T-Mobile Center
1330868,https://www.axs.com/events/1330868/benson-boone-tickets,Benson Boone|Specs
1330934,https://www.axs.com/events/1330934/kacey-musgraves-tickets,Crypto.com Arena|Specs
1331797,https://www.axs.com/events/1331797/happy-together-2026-tickets,Ryman Auditorium
1336383,https://www.axs.com/events/1336383/foreigner-tickets,Ryman Auditorium
1338293,https://www.axs.com/events/1338293/zeds-dead-tickets,Forest Hills Stadium|Specs
1338341,https://www.axs.com/events/1338341/max-richter-tickets,Ryman Auditorium
1342092,https://www.axs.com/events/1342092/blues-traveler-tickets,Red Rock Amp
1342736,https://www.axs.com/events/1342736/blackberry-smoke-tickets,Ryman Auditorium
1342740,https://www.axs.com/events/1342740/darius-rucker-songs-of-summer-tour-2026-tickets,Red Rock Amp
1342754,https://www.axs.com/events/1342754/ajr-tickets,Red Rock Amp
1343299,https://www.axs.com/events/1343299/blackberry-smoke-tickets,Ryman Auditorium
1343786,https://www.axs.com/events/1343786/ajr-tickets,Red Rock Amp
1345547,https://www.axs.com/events/1345547/nashville-the-encore-tour-tickets,Ryman Auditorium
1345565,https://www.axs.com/events/1345565/rick-springfield-tickets,Ryman Auditorium
1349592,https://www.axs.com/events/1349592/los-tigres-del-norte-tickets,Pechanga Arena|Specs
1352754,https://www.axs.com/events/1352754/disney-descendants-zombies-camp-rock-worlds-collide-concert-tour-tickets,Crypto.com Arena|Specs
1352800,https://www.axs.com/events/1352800/widespread-panic-tickets/promopage/79181,Red Rock Amp
1352893,https://www.axs.com/events/1352893/josh-johnsons-comedy-band-camp-tickets,Ryman Auditorium
1352915,https://www.axs.com/events/1352915/wilco-tickets,Forest Hills Stadium|Specs
1354240,https://www.axs.com/events/1354240/eric-clapton-tickets,Specs|T-Mobile Center
1354264,https://www.axs.com/events/1354264/wwe-friday-night-smackdown-tickets,Specs|T-Mobile Center
1355603,https://www.axs.com/events/1355603/maren-morris-with-the-colorado-symphony-joined-by-the-highwomen-tickets,Red Rock Amp
1356161,https://www.axs.com/events/1356161/big-thief-tickets,Ryman Auditorium
1357061,https://www.axs.com/events/1357061/kes-tickets,Forest Hills Stadium
1357372,https://www.axs.com/events/1357372/djo-tickets,Forest Hills Stadium
1357846,https://www.axs.com/events/1357846/grupo-frontera-triste-pero-bien-c-bron-tour-tickets,Grupo Frontera|Specs
1358464,https://www.axs.com/events/1358464/dogstar-tickets,Ryman Auditorium
1358466,https://www.axs.com/events/1358466/grupo-frontera-tickets,Grupo Frontera|Specs
1360160,https://www.axs.com/events/1360160/kathleen-madigan-tickets,Ryman Auditorium
1360918,https://www.axs.com/events/1360918/ben-howard-tickets,Ryman Auditorium
1363609,https://www.axs.com/events/1363609/the-beach-boys-tickets,Ryman Auditorium
1364812,https://www.axs.com/events/1364812/palomazo-norteno-tickets,MGM Grand Arena|Specs
1366139,https://www.axs.com/events/1366139/gavin-adcock-tickets,Van Andel Arena
1366146,https://www.axs.com/events/1366146/the-pretty-reckless-tickets,Ryman Auditorium
1367473,https://www.axs.com/events/1367473/american-aquarium-tickets,Ryman Auditorium
1367782,https://www.axs.com/events/1367782/big-thief-tickets,Ryman Auditorium
1367798,https://www.axs.com/events/1367798/billy-bob-thornton-the-boxmasters-tickets,Ryman Auditorium
1368770,https://www.axs.com/events/1368770/weezer-the-gathering-tickets,Specs|T-Mobile Arena
1371048,https://www.axs.com/events/1371048/undertale-the-determination-symphony-tickets,Ryman Auditorium
1371077,https://www.axs.com/events/1371077/dermot-kennedy-tickets,Forest Hills Stadium|Specs
1373198,https://www.axs.com/events/1373198/jungle-tickets,Crypto.com Arena
1373775,https://www.axs.com/events/1373775/banda-ms-xavi-tickets,MGM Grand Arena|Specs
1374025,https://www.axs.com/events/1374025/disney-descendants-zombies-camp-rock-worlds-collide-concert-tour-tickets,Specs|T-Mobile Center
1378837,https://www.axs.com/events/1378837/wu-tang-forever-the-final-chamber-tickets,T-Mobile Arena
1380757,https://www.axs.com/events/1380757/enhypen-tickets,T-Mobile Arena
1383125,https://www.axs.com/events/1383125/gladys-knight-tickets,Ryman Auditorium
1383139,https://www.axs.com/events/1383139/billy-strings-tickets,Pechanga Arena
1385238,https://www.axs.com/events/1385238/benson-boone-tickets,Benson Boone|Specs
1385245,https://www.axs.com/events/1385245/benson-boone-tickets,Benson Boone|Specs
1385247,https://www.axs.com/events/1385247/benson-boone-tickets,Benson Boone|Specs
1386324,https://www.axs.com/events/1386324/benson-boone-tickets,Benson Boone|Specs
1388146,https://www.axs.com/events/1388146/kali-uchis-for-the-girls-tour-with-special-guest-mariah-the-scientist-tickets,T-Mobile Arena
1388224,https://www.axs.com/events/1388224/benson-boone-tickets,Benson Boone|Specs
1389149,https://www.axs.com/events/1389149/benson-boone-tickets,Benson Boone|Specs
1389593,https://www.axs.com/events/1389593/geese-tickets,Forest Hills Stadium
1391325,https://www.axs.com/events/1391325/sam-barber-tickets,Red Rock Amp
1394482,https://www.axs.com/events/1394482/journey-tickets,Crypto.com Arena
1394911,https://www.axs.com/events/1394911/johnny-blue-skies-the-dark-clouds-tickets,T-Mobile Center
1396961,https://www.axs.com/events/1396961/jon-batiste-tickets,Forest Hills Stadium|Specs
1397000,https://www.axs.com/events/1397000/mamamoo-tickets,Crypto.com Arena|Specs
1397056,https://www.axs.com/events/1397056/journey-y-final-frontier-tour-an-evening-with-tickets,Pechanga Arena|Specs
1400127,https://www.axs.com/events/1400127/eric-church-tickets,Red Rock Amp
1400129,https://www.axs.com/events/1400129/eric-church-tickets,Red Rock Amp
1400130,https://www.axs.com/events/1400130/eric-church-tickets,Red Rock Amp
